"inc_borough","cong_dist","al_source_desc","al_index_desc","highest_al_level","inc_class_group","inc_resp_min_qy","engines_assigned","ladders_assigned","others_units_assigned","emergency_min_qy","day_type","working_hour","time_of_day","tua_is_one"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",4.5,2,2,1,15.5833333333333,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",8.6,0,1,0,9.85,"Weekend","TRUE","Morning","TRUE"
"Manhattan","13","EMS","Initial Alarm","First Alarm","M_E",2.96666666666667,1,0,0,28.35,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","Others","Initial Alarm","First Alarm","NonM_E",6.13333333333333,1,0,0,3.13333333333333,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",5,3,2,2,23,"Weekend","TRUE","Morning","FALSE"
"Queens","7","EMS","Initial Alarm","First Alarm","M_E",6.26666666666667,1,0,0,18.5,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.68333333333333,1,1,1,19.7,"Weekend","TRUE","Morning","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",6.01666666666667,2,1,1,11.5833333333333,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",14.7166666666667,0,1,0,8.55,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",4.86666666666667,0,1,0,5.5,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","9","EMS-911","Initial Alarm","First Alarm","M_E",7.4,1,0,0,70.1833333333333,"Weekend","TRUE","Morning","TRUE"
"Manhattan","13","EMS-911","Initial Alarm","First Alarm","M_E",6.68333333333333,1,0,0,31.7333333333333,"Weekend","TRUE","Morning","TRUE"
"Bronx","14","EMS","Initial Alarm","First Alarm","M_E",3.28333333333333,1,0,0,10.8,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","9","EMS-911","Initial Alarm","First Alarm","M_E",4.53333333333333,1,0,0,41.8666666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",3.58333333333333,3,2,1,14.15,"Weekend","TRUE","Morning","FALSE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",11,0,1,0,17.6666666666667,"Weekend","TRUE","Morning","TRUE"
"Queens","3","EMS-911","Initial Alarm","First Alarm","NonM_E",9.16666666666667,2,2,1,41.6,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",4.66666666666667,1,0,0,13,"Weekend","TRUE","Morning","TRUE"
"Bronx","14","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.18333333333333,3,2,1,11.4666666666667,"Weekend","TRUE","Morning","FALSE"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",4.83333333333333,2,2,1,14.85,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",6,0,1,0,19.15,"Weekend","TRUE","Morning","TRUE"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",6.25,0,1,0,25.3833333333333,"Weekend","TRUE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",4.68333333333333,2,2,1,28.9833333333333,"Weekend","TRUE","Morning","FALSE"
"Queens","6","PHONE","Initial Alarm","First Alarm","NonM_E",4.66666666666667,0,1,0,32,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","EMS","DEFAULT RECORD","First Alarm","M_E",3.05,1,0,0,6.9,"Weekend","TRUE","Morning","TRUE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",4.61666666666667,3,3,1,17.7,"Weekend","TRUE","Morning","FALSE"
"Staten Island","11","EMS","Initial Alarm","First Alarm","M_E",4.53333333333333,1,0,0,13.6833333333333,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","7","PHONE","DEFAULT RECORD","First Alarm","NonM_MFAs",6.65,1,0,0,1.26666666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","9","PHONE","Initial Alarm","First Alarm","NonM_E",4,0,1,0,19.7,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","EMS","DEFAULT RECORD","First Alarm","M_E",5.38333333333333,1,0,0,7.75,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",8.03333333333333,3,2,1,13.9,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","10","PHONE","Initial Alarm","First Alarm","NonM_E",4.38333333333333,0,1,0,12.3166666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","EMS-911","Initial Alarm","First Alarm","M_E",5.16666666666667,1,0,0,13.15,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","EMS-911","Initial Alarm","First Alarm","NonM_E",2.8,1,1,0,16.6666666666667,"Weekend","TRUE","Morning","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",5.58333333333333,0,1,0,17.7833333333333,"Weekend","TRUE","Morning","TRUE"
"Queens","7","PHONE","Initial Alarm","First Alarm","NonM_E",7.41666666666667,0,1,0,22.7,"Weekend","TRUE","Morning","TRUE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",5.5,1,1,0,8.55,"Weekend","TRUE","Morning","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","M_E",9.03333333333333,1,0,0,18.2833333333333,"Weekend","TRUE","Morning","TRUE"
"Bronx","15","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.86666666666667,1,1,0,26.0666666666667,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","EMS-911","Initial Alarm","First Alarm","NonM_E",9.36666666666667,1,0,0,25.95,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",2.76666666666667,3,2,1,8.63333333333333,"Weekend","TRUE","Morning","FALSE"
"Bronx","14","EMS","Initial Alarm","First Alarm","M_E",9.35,1,0,0,15.85,"Weekend","TRUE","Morning","TRUE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",8.51666666666667,0,1,0,14.4666666666667,"Weekend","TRUE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","S_F",4,3,2,1,15.8,"Weekend","TRUE","Morning","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",4.95,3,2,1,44.4333333333333,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",8.85,0,1,0,11.05,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","CLASS-3","Initial Alarm","First Alarm","NonM_E",6,1,1,1,6.88333333333333,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",5.96666666666667,2,2,1,33.0666666666667,"Weekend","TRUE","Morning","FALSE"
"Staten Island","11","EMS","Initial Alarm","First Alarm","M_E",7.11666666666667,1,0,0,7.21666666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","7","EMS-911","Initial Alarm","First Alarm","M_E",4.08333333333333,1,0,1,39.8333333333333,"Weekend","TRUE","Morning","FALSE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",3.81666666666667,1,1,0,8.31666666666667,"Weekend","TRUE","Morning","FALSE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","NonM_E",3.38333333333333,3,2,1,28.4666666666667,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",3.55,0,1,0,7.83333333333333,"Weekend","TRUE","Morning","TRUE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","S_F",6.31666666666667,1,1,0,4.8,"Weekend","TRUE","Morning","FALSE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",12.4166666666667,0,1,0,20.2,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","9","EMS","DEFAULT RECORD","First Alarm","M_E",5.81666666666667,1,0,0,26.6333333333333,"Weekend","TRUE","Morning","TRUE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",5.08333333333333,2,2,1,39.95,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",3.88333333333333,3,1,3,23.5,"Weekend","TRUE","Morning","FALSE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.98333333333333,1,1,1,13.0666666666667,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","8","CLASS-3","Initial Alarm","First Alarm","NonM_E",3.55,1,1,0,2.5,"Weekend","TRUE","Morning","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",6.11666666666667,0,1,0,4.11666666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",4,0,1,0,12,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",5.25,1,1,0,4.5,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","7","EMS","Initial Alarm","First Alarm","M_E",3.4,0,0,1,7.56666666666667,"Weekend","TRUE","Morning","TRUE"
"Queens","7","EMS","Initial Alarm","First Alarm","M_E",6.06666666666667,1,0,0,26.8,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",3.66666666666667,2,2,1,26.9166666666667,"Weekend","TRUE","Morning","FALSE"
"Manhattan","13","EMS","Initial Alarm","First Alarm","M_E",2.18333333333333,1,0,0,25.0666666666667,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",4.41666666666667,1,1,1,10.1,"Weekend","TRUE","Morning","FALSE"
"Manhattan","13","EMS","Initial Alarm","First Alarm","M_E",3.78333333333333,1,0,0,20.5333333333333,"Weekend","TRUE","Morning","TRUE"
"Bronx","13","PHONE","Initial Alarm","First Alarm","NonM_E",8.1,1,1,0,30.15,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","9","EMS","Initial Alarm","First Alarm","M_E",4.3,1,0,0,15.0833333333333,"Weekend","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",7.05,1,1,0,13.2,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","9","PHONE","Initial Alarm","First Alarm","NonM_E",6.9,0,2,0,5.51666666666667,"Weekend","TRUE","Morning","FALSE"
"Manhattan","13","CLASS-3","Initial Alarm","First Alarm","NonM_E",7.83333333333333,1,1,1,19.8833333333333,"Weekend","TRUE","Morning","FALSE"
"Bronx","15","CLASS-3","Initial Alarm","First Alarm","S_F",6.86666666666667,1,1,1,23.6166666666667,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.83333333333333,2,1,1,6.98333333333333,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",3.98333333333333,1,0,0,14.6166666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","EMS","DEFAULT RECORD","First Alarm","M_E",3.86666666666667,1,0,0,3.03333333333333,"Weekend","TRUE","Morning","TRUE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",8.23333333333333,2,2,1,6.38333333333333,"Weekend","TRUE","Morning","FALSE"
"Manhattan","13","EMS-911","Initial Alarm","First Alarm","M_E",3.81666666666667,1,0,0,43.3833333333333,"Weekend","TRUE","Morning","TRUE"
"Bronx","15","EMS-911","DEFAULT RECORD","First Alarm","M_E",7.66666666666667,0,1,1,5.71666666666667,"Weekend","TRUE","Morning","FALSE"
"Brooklyn","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.91666666666667,1,1,0,9.13333333333333,"Weekend","TRUE","Morning","FALSE"
"Manhattan","10","EMS","DEFAULT RECORD","First Alarm","M_E",7.91666666666667,1,0,0,1.11666666666667,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",4.61666666666667,1,0,0,3.96666666666667,"Weekend","TRUE","Morning","TRUE"
"Queens","5","EMS","DEFAULT RECORD","First Alarm","M_E",8.78333333333333,1,0,0,6.55,"Weekend","TRUE","Morning","TRUE"
"Queens","14","EMS","Initial Alarm","First Alarm","M_E",3.11666666666667,1,0,0,14.35,"Weekend","TRUE","Morning","TRUE"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",0.833333333333333,0,1,0,1.5,"Weekend","TRUE","Morning","TRUE"
"Brooklyn","11","Others","Initial Alarm","First Alarm","NonM_E",1.21666666666667,2,2,1,26.4666666666667,"Weekend","TRUE","Morning","FALSE"
